# WX font language scan cache v2 (tab-separated). Regenerated by bridge “Rescan fonts”.
.New York Bold G1	/System/Library/Fonts/NewYork.ttf	Bopomofo, HangulSyl, Japanese, Katakana, Korean
.New York Bold G2	/System/Library/Fonts/NewYork.ttf	Bopomofo, HangulSyl, Japanese, Katakana, Korean
.New York Bold G3	/System/Library/Fonts/NewYork.ttf	Bopomofo, HangulSyl, Japanese, Katakana, Korean
.New York Bold G4	/System/Library/Fonts/NewYork.ttf	Bopomofo, HangulSyl, Japanese, Katakana, Korean
.New York Bold Italic	/System/Library/Fonts/NewYorkItalic.ttf	Bopomofo, Cyrillic, Greek, HangulSyl, Japanese, Katakana, Korean, Latin
.New York Bold Italic G1	/System/Library/Fonts/NewYorkItalic.ttf	Bopomofo, Cyrillic, Greek, HangulSyl, Japanese, Katakana, Korean, Latin
.New York Bold Italic G2	/System/Library/Fonts/NewYorkItalic.ttf	Bopomofo, Cyrillic, Greek, HangulSyl, Japanese, Katakana, Korean, Latin
.New York Bold Italic G3	/System/Library/Fonts/NewYorkItalic.ttf	Bopomofo, Cyrillic, Greek, HangulSyl, Japanese, Katakana, Korean, Latin
.New York Bold Italic G4	/System/Library/Fonts/NewYorkItalic.ttf	Bopomofo, Cyrillic, Greek, HangulSyl, Japanese, Katakana, Korean, Latin
.New York Heavy	/System/Library/Fonts/NewYork.ttf	Bopomofo, HangulSyl, Japanese, Katakana, Korean
.New York Heavy Italic	/System/Library/Fonts/NewYorkItalic.ttf	Bopomofo, Cyrillic, Greek, HangulSyl, Japanese, Katakana, Korean, Latin
.New York Medium	/System/Library/Fonts/NewYork.ttf	Bopomofo, HangulSyl, Japanese, Katakana, Korean
.New York Medium Italic	/System/Library/Fonts/NewYorkItalic.ttf	Bopomofo, Cyrillic, Greek, HangulSyl, Japanese, Katakana, Korean, Latin
.New York Numeric Black	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Bold	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Compressed Black	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Compressed Bold	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Compressed Heavy	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Compressed Light	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Compressed Medium	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Compressed Regular	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Compressed Semibold	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Condensed Black	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Condensed Bold	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Condensed Heavy	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Condensed Light	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Condensed Medium	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Condensed Regular	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Condensed Semibold	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Extra Compressed Black	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Extra Compressed Bold	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Extra Compressed Heavy	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Extra Compressed Light	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Extra Compressed Medium	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Extra Compressed Regular	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Extra Compressed Semibold	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Heavy	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Light	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Medium	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Regular	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Semi Condensed Black	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Semi Condensed Bold	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Semi Condensed Heavy	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Semi Condensed Light	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Semi Condensed Medium	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Semi Condensed Regular	/System/Library/Fonts/ADTNumeric.ttc	
.New York Numeric Semi Condensed Semibold	/System/Library/Fonts/ADTNumeric.ttc	
